"Βόλος Νέα Ρέμβη","Τηλ.241052442","22.97122","39.38316","","Βόλος","Βόλου-Αγίου Ονουφρίου",""
"ΒΟΥΡΓΙΑΣ (Ο)","Τηλ.: 2107643414 - Φορμίωνος κ. Ερμού 39, Βύρωνας","23.76439","37.95611","","","",""
"ΓΕΥΣΕΙΣ ΜΕ ΟΝΟΜΑΣΙΑ ΠΡΟΕΛΕΥΣΗΣ","Τηλ.: 2108001402 - Κηφισίας 317, Κηφισιά","23.81371","38.07868","","","",""
"ΓΙΑΝΤΑΗ","Τηλ.: 2105238812 - Λεωνίδου 31 κ. Γιατράκου, Μεταξουργείο","23.71999","37.98300","","","",""
"ΓΙΟΡΤΗ","Τηλ.: 2105326163 - Τέρμα Ιεράς Οδού, Δαφνί-Χαϊδάρι","23.64439","38.00984","","","",""
"ΔΑΦΝΗ","Τηλ.: 2105773721 - Μ. Αλεξάνδρου 86, Μπουρνάζι","23.70319","38.01216","","","",""
"ΔΕΚΑΕΠΤΑ (17)","Τηλ.: 2103647049, 2103646978 - Λυκαβηττού 2 και Ακαδημίας","23.73675","37.97905","","","",""
"ΔΗΜΟΚΡΙΤΟΣ","Τηλ.: 2103613588, 2103619293 - Δημοκρίτου 23, Κολωνάκι","23.73934","37.97969","","","",""
"ΔΙΟΝΥΣΟΣ","Τηλ.: 2109233182 - Ροβέρτου Γκάλι 43, Μακρυγιάννη","23.72221","37.97004","","","",""
"ΔΙΟΣΚΟΥΡΟΙ","Τηλ.: 2106713997 - Δημητρίου Βασιλείου 16, Ν. Ψυχικό","23.77680","38.00229","","","",""
"ΕΛΑΙΑ","Τηλ.: 2103249512 - Ερεχθέως 16 κ. Ερωτόκριτου, Πλάκα","23.72874","37.97320","","","",""
"ΕΛΑΙΑΣ ΓΗ","Τηλ.: 2106200005, 2106206433 - Δεξαμενής κ. Ολυμπιονικών 4, Πολιτεία-Κηφισιά","23.83196","38.08451","","","",""
"ΙΔΑΙΟΝ - ΚΡΗΤΩΝ ΓΕΥΣΕΙΣ","Τηλ.: 2103426141, 6932424446 - Πειραιώς 187","23.69029","37.96151","","","",""
"Ιωαννίνων-Χάνι Τερόβου, Η Συνάντηση","Τηλ. 2654071386","20.84531","39.41885","","Χάνι Τερόβου","Άρτας-Ιωαννίνων",""
"ΚΑΛΛΙΣΤΗ ΓΕΥΣΙΣ","Τηλ.: 2106453179, 2106445476 - Ασκληπιού 137","23.74420","37.98652","","","",""
"Καλύβια Πεζούλας-Λίμνη Ν.Πλαστήρα Δειπνοσοφιστής","Τηλ.2441092977 Καλό φαγητό","21.716213","39.308547","","Καλύβια Πεζούλας-Λίμνη Ν.Πλαστήρα","Καστανιάς Κρυονερίου",""
"ΚΑΛΩΣΟΡΙΣΜΑ ΤΟΥ ΑΝΤΩΝΗ (ΤΟ)","Τηλ.: 2108017869, 2108018457 - Γ. Λύρα 41, Ν. Κηφισιά","23.79662","38.08186","","","",""
"ΚΑΠΝΙΣΜΕΝΟ ΤΣΙΚΑΛΙ (ΤΟ)","Τηλ.: 2106042990, 2106655174 - Λεωφ. Λαυρίου 43, Κάντζα Αττικής (έναντι Τροχαίας)","23.85134","37.98431","","","",""
"ΚΑΡΔΑΜΟ","Τηλ.: 2106233530 - Εθνικού Στρατού 17 κ. Ευελπίδων, Άνω Κηφισιά","23.83192","38.06508","","","",""
"ΚΑΤΣΟΥΡΜΠΟΣ","Τηλ.: 2107222167 - Αμύντα 2, Πλατεία Μ. Χατζιδάκι (έναντι αγάλματος Τρούμαν), Παγκράτι","23.74390","37.97206","","","",""
"ΚΑΦΕΝΕΙΟ","Τηλ.: 2107237757, 2107239600 - Λουκιανού 26, Κολωνάκι","23.74356","37.97773","","","",""
"Κέρκυρα-Μαντούκι-Νέο λιμάνι-Μπέκιος","2661025946","19.904359","39.626369","49100","Κέρκυρα","Ανδρέα Κάλβου",""
"ΚΙΟΥΠΙΑ (ΤΑ)","Τηλ.: 2107400150-1 - Δεινοκράτους κ. Αναπήρων Πολέμου 22, Κολωνάκι","23.74878","37.98059","","","",""
"ΚΟΥΝΔΟΥΡΟΣ","Τηλ.: 2105713546 - Αγ. Παρασκευής 51, Μπουρνάζι","23.70669","38.00952","","","",""
"ΚΡΙΘΑΜΟΣ","Τηλ.: 2106728790-1 - Μπουμπουλίνας κ. Ν. Παρίτση, Ν. Ψυχικό","23.78754","38.00230","","","",""
"ΛΙΑΣΤΗ ΝΤΟΜΑΤΑ","Τηλ.: 2106543033 - Αγαμέμνονος 23 (Εμπορ. κέντρο Ερμής), Χολαργός","23.79773","38.00536","","","",""
"ΜΑΖΩΜΟΣ","Τηλ.: 2108035800 - Κυπρίων Αγωνιστών 19-21, Παράδεισος Αμαρουσίου","23.82659","38.04274","","","",""
"ΜΕΪΝΤΑΝΙ","Τηλ.: 2107296217 - Εριφύλης 2 κ. Σπ. Μερκούρη, Παγκράτι","23.74798","37.97049","","","",""
"Μενήτες Άνδρος Καρυδιές","","24.89549","37.82234","","Μενήτες Άνδρος","",""
"ΜΕΡΑΚΙ ΤΗΣ ΜΠΙΛΙΩΣ (ΤΟ)","Τηλ.: 2109616665 - Χαλδείας 34, Ελληνικό","23.74961","37.89093","","","",""
"ΜΕΣΠΙΛΕΑ","Τηλ.: 2103460972 - Περσεφόνης 59 κ. Δεκελέων, Γκάζι","23.71033","37.97872","","","",""
"ΜΕΤΟΧΙ","Τηλ.: 2106752775 - Βύρωνος 13, Κάτω Χαλάνδρι","23.79205","38.00480","","","",""
"ΜΕΤΣΟΒΟ (ΤΟ)","Τηλ.: 2106218138 - 28ης Οκτωβρίου 18 (πλατεία), Ροδόπολη","23.87891","38.12506","","","",""
"ΜΟΛΥΒΟΣ","Τηλ.: 2102582091 - Χρ. Σμύρνης 8, Ν. Φιλαδέλφεια","23.74085","38.03558","","","",""
"ΜΠΑΚΑΛΙΚΟ ΟΛΑ ΤΑ ΚΑΛΑ","Τηλ.: 2108089908 - Λ. Κηφισίας 238-240, (εμπορ. κέντρο Μελά), Κηφισιά","23.81221","38.07295","","","",""
"ΜΠΟΥΚΙΑ...ΜΠΟΥΚΙΑ","Τηλ.: 2109320155 - Τυρταίου 39, Π. Φάληρο","23.70638","37.93528","","","",""
"ΟΙΚΕΙΟ","Τηλ.: 2107259216 - Πλουτάρχου 15, Κολωνάκι","23.74512","37.97777","","","",""
"ΟΙΚΕΙΟ","Τηλ.: 2108943402 - Πλ. Νυμφών κ. Λαοδίκης, Γλυφάδα","23.75602","37.86029","","","",""
"ΟΥΖΑΔΙΚΟ (ΤΟ)","Τηλ.: 2107295484 - Καρνεάδου 25-29, Κολωνάκι (εμπ. κέντρο Λεμού)","23.74461","37.97704","","","",""
"ΠΑΛΙΑ ΓΕΙΤΟΝΙΑ","Τηλ.: 2109220583 - Αναστασίου Ζίννη 31 κ. Δημητρακοπούλου, Κουκάκι","23.72352","37.96373","","","",""
"ΠΑΣΙΦΑΗ (Η)","Τηλ.: 2104944024 - Μ. Αλεξάνδρου 24, Πλ. Μέμου, Κορυδαλλός","23.65602","37.97493","","","",""
"ΠΛΟΕΣ","Τηλ.: 2104225674 - Παπαναστασίου 60, Καστέλλα","23.66072","37.93949","","","",""
"ΠΟΛΗΣ","Τηλ.: 2109354430 - 2ας Μαίου 12, πλ. Ν. Σμύρνης","23.71227","37.94678","","","",""
"Πόρτο Ράφτη","","24.01978","37.87313","19003","Πόρτο Ράφτη","Λεωφόρος Αυλακίου",""
"ΡΑΕΤΙ","Τηλ.: 2106428200 - Πουλίου κ. Αμαλιάδος 18, Αμπελόκηποι","23.75982","37.98785","","","",""
"ΡΑΚΑΚΙ","Τηλ.: 2107237457 - Μοσχονησίων 2-4, Καισαριανή","23.75899","37.96903","","","",""
"ΡΕΝΑ ΤΗΣ ΦΤΕΛΙΑΣ","Τηλ.: 2106743874, 2106748718 - 25ης Μαρτίου 28, Ν. Ψυχικό","23.78565","38.00567","","","",""
"ΡΩΜΑΝΑΚΙΑ (ΤΑ)","Τηλ.: 2106532278, 6937371111 - Λ. Μεσογείων 366 κ. Κοραή 1, Αγ. Παρασκευή","23.81343","38.01098","","","",""
"ΣΕΡΑΛΙΑ","Τηλ.: 2109316941 - Δίπλα 2 κ. Θεόγνιδος, Αγ. Σώστης","23.71659","37.95586","","","",""
"ΣΕΡΒΙΤΣΙΟ","Τηλ.: 2105782101 - Παρασκευοπούλου 26 Β, Περιστέρι","23.70240","38.01130","","","",""
"ΣΟΔΕΙΑ (Η)","Τηλ.: 2108012697 - Διονύσου 41, Κηφισιά","23.81544","38.08044","","","",""
"ΣΠΙΤΙ ΜΕ ΤΙΣ ΛΕΥΚΕΣ (ΤΟ)","Τηλ.: 2102924458 - Πυθαγόρα 1 κ. Λ. Γαλατσίου 100, Γαλάτσι","23.75056","38.01368","","","",""
"ΤΖΟΥΓΚΡΙ","Τηλ.: 2109836260 - Θουκυδίδου 53-55, Καλαμάκι","23.71328","37.91193","","","",""
"ΤΟΠΟΣ ΓΕΥΣΗΣ ΚΡΗΤΗ","Τηλ.: 2106250345, 2106250305 - Ευαγγελιστρίας 13, Ν. Ερυθραία","23.81610","38.08991","","","",""
"Τρίκαλα-Πατσάς Τσιουμπέκος από το 1955","Ο καλύτερος πατσάς της Θεσσαλίας και ίσως της Ελλάδος. Από το 1955. τηλ.24310-26338","21.769798","39.555663","","Τρίκαλα Νομαρχία","Κλεμανσώ",""
"ΤΩΝ ΦΡΟΝΙΜΩΝ ΤΑ ΠΑΙΔΙΑ","Τηλ.: 2107010559 - Φιλολάου 7, Καισαριανή","23.75431","37.96775","","","",""
"Φθιώτιδα-Μεταλλείο ΚΑΝΕΛΛΗΣ VILAGE","","22.324752","39.067767","35010","Μεταλλείο Φθιώτιδα","E65",""
"Φοινικούντα Η Έλενα","","21.80542","36.80548","","Φοινικούντα","",""
