"Τρικάλων-Μετέωρα - Ιερά Μονή Αγίας Τριάδος","Τηλ: 2432022220","21.63601","39.71319","42200","Μετέωρα","",""
"Τρικάλων-Μετέωρα - Ιερά Μονή Αγίου Νικολάου Αναπαυσά","Τηλ: 2432022375","21.62500","39.72296","42200","Μετέωρα","",""
"Τρικάλων-Μετέωρα - Ιερά Μονή Αγίου Στεφάνου","Τηλ: 2432022279","21.63901","39.70943","42200","Μετέωρα","",""
"Τρικάλων-Μετέωρα - Ιερά Μονή Βαρλαάμ","Τηλ: 2432022277","21.63085","39.72578","42200","Μετέωρα","",""
"Τρικάλων-Μετέωρα - Ιερά Μονή Μεγίστου Μετεώρου","Τηλ: 2432022278","21.62770","39.72660","42200","Μετέωρα","",""
"Τρικάλων-Μετέωρα - Ιερά Μονή Ρουσάνου","Τηλ: 2432022649 - Site: www.roussanou.gr","21.63185","39.72172","42200","Μετέωρα","",""
"Τρικάλων-Μετέωρα - Ιερά Μονή Υπαπαντής","","21.63086","39.73347","42200","Μετέωρα","",""
